example_id,generated_summary,reference_summary,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,bleu_score,embedding_similarity
56,a deep actor-critic architecture consists of two neural networks. the actor neural network has multiple-heads representing different policies with shared lower-level representations. a simple embodied agent is used to generate semantic goals for the agent.,"The Intentional Unintentional Agent:
Learning to Solve Many Continuous Control Tasks
Simultaneously
Serkan Cabi
Sergio Gómez Colmenarejo
Matthew W. Hoffman
Misha Denil
Ziyu Wang
Nando de Freitas
DeepM",0.07894736842105263,0.10344827586206896,0.08955223880597013,0.0,0.0,0.0,0.07894736842105263,0.10344827586206896,0.08955223880597013,0.005311256555131655,0.49646232
57,we propose that concepts are abstractions over a set of primitives. each parent concept in this hierarchy is an 1 arXiv:1707.03389v3 [stat.ML] 6 Jun 2018 Published as a conference paper at ICLR 2018 superordinate basic subordinate.,"The seemingly inﬁnite diversity of the natural world arises from a relatively small
set of coherent rules, such as the laws of physics or chemistry. We conjecture that
these rules give rise to regularities that can be discovered through primarily unsuper-
vised experiences and represented as abstract concepts. If such representations are
compositional and hierarchical, they can be recombined into an exponentially large
set of new concepts. This paper describes SCAN (Symbol-Concept Association
Network), a new framework for learning such abstractions in the visual domain.
SCAN learns concepts through fast symbol association, grounding them in disen-
tangled visual primitives that are discovered in an unsupervised manner. Unlike
state of the art multimodal generative model baselines, our approach requires very
few pairings between symbols and images and makes no assumptions about the
form of symbol representations. Once trained, SCAN is capable of multimodal
bi-directional inference, generating a diverse set of image samples from symbolic
descriptions and vice versa. It also allows for traversal and manipulation of the
implicit hierarchy of visual concepts through symbolic instructions and learnt
logical recombination operations. Such manipulations enable SCAN to break
away from its training data distribution and imagine novel visual concepts through
symbolically instructed recombination of previously learnt concepts.
1",0.48717948717948717,0.09134615384615384,0.15384615384615385,0.02631578947368421,0.004830917874396135,0.008163265306122448,0.2564102564102564,0.04807692307692308,0.08097165991902834,0.0001650671475212648,0.3492416
58,"distral is an emerging subfield of Reinforcement Learning (RL) that relies on deep neural networks as function approximators that can scale RL algorithms to complex and rich environments. a different approach was introduced by, whereby data efficiency is improved by training additional auxiliary tasks jointly with the RL task. however, making progress in this direction requires robust algorithms which do not rely on task-specific design or extensive hyperparameter tuning.","Most deep reinforcement learning algorithms are data inefﬁcient in complex and
rich environments, limiting their applicability to many scenarios. One direction
for improving data efﬁciency is multitask learning with shared neural network
parameters, where efﬁciency may be improved through transfer across related tasks.
In practice, however, this is not usually observed, because gradients from different
tasks can interfere negatively, making learning unstable and sometimes even less
data efﬁcient. Another issue is the different reward schemes between tasks, which
can easily lead to one task dominating the learning of a shared model. We propose
a new approach for joint training of multiple tasks, which we refer to as Distral
(Distill & transfer learning). Instead of sharing parameters between the different
workers, we propose to share a “distilled” policy that captures common behaviour
across tasks. Each worker is trained to solve its own task while constrained to
stay close to the shared policy, while the shared policy is trained by distillation
to be the centroid of all task policies. Both aspects of the learning process are
derived by optimizing a joint objective function. We show that our approach
supports efﬁcient transfer on complex 3D environments, outperforming several
related methods. Moreover, the proposed learning process is more robust and more
stable—attributes that are critical in deep reinforcement learning.
1",0.6,0.19004524886877827,0.28865979381443296,0.07246376811594203,0.022727272727272728,0.03460207612456748,0.21428571428571427,0.06787330316742081,0.10309278350515463,0.002821017162491465,0.6369436
59,"model-based planning involves proposing sequences of actions, evaluating them under a model of the world, and refining these proposals to optimize expected rewards. models support generalization to states not previously experienced, help express the relationship between present actions and future rewards, and can resolve states which are aliased in value-based approximations.","Conventional wisdom holds that model-based planning is a powerful approach
to sequential decision-making. It is often very challenging in practice, however,
because while a model can be used to evaluate a plan, it does not prescribe how
to construct a plan. Here we introduce the “Imagination-based Planner”, the
ﬁrst model-based, sequential decision-making agent that can learn to construct,
evaluate, and execute plans. Before any action, it can perform a variable number
of imagination steps, which involve proposing an imagined action and evaluating
it with its model-based imagination. All imagined actions and outcomes are
aggregated, iteratively, into a “plan context” which conditions future real and
imagined actions. The agent can even decide how to imagine: testing out alternative
imagined actions, chaining sequences of actions together, or building a more
complex “imagination tree” by navigating ﬂexibly among the previously imagined
states using a learned policy. And our agent can learn to plan economically, jointly
optimizing for external rewards and computational costs associated with using
its imagination. We show that our architecture can learn to solve a challenging
continuous control problem, and also learn elaborate planning strategies in a
discrete maze-solving task. Our work opens a new direction toward learning the
components of a model-based planning system and how to use them.
1",0.6226415094339622,0.15137614678899083,0.24354243542435425,0.15384615384615385,0.03686635944700461,0.05947955390334572,0.33962264150943394,0.08256880733944955,0.13284132841328414,0.000903206483013009,0.62173533
60,Imagination-Augmented Agents for Deep Reinforcement Learning Théophane WeberSébastien RacanièreDavid P. ReichertLars Buesing Arthur Guez Danilo Rezende Adria Puigdomènech Badia Oriol Vinyals Nicolas Heess Yujia Li Razvan Pascanu Peter Battaglia Demis Hassabis David Silver Daan Wierstra DeepMind Introduction.,"We introduce Imagination-Augmented Agents (I2As), a novel architecture for deep
reinforcement learning combining model-free and model-based aspects. In con-
trast to most existing model-based reinforcement learning and planning methods,
which prescribe how a model should be used to arrive at a policy, I2As learn to
interpret predictions from a learned environment model to construct implicit plans
in arbitrary ways, by using the predictions as additional context in deep policy
networks. I2As show improved data efﬁciency, performance, and robustness to
model misspeciﬁcation compared to several baselines.
1",0.16666666666666666,0.07608695652173914,0.10447761194029852,0.12195121951219512,0.054945054945054944,0.07575757575757576,0.16666666666666666,0.07608695652173914,0.10447761194029852,0.003119757021381248,0.7901296
61,"a multi-agent reinforcement learning model of common-pool resource appropriation has shaped human history. it is difficult or impossible for agents to exclude one another from accessing them. but when an agent obtains an individual benefit from such a resource, the remaining amount available is ever-so-slightly diminished. over-appropriation negatively impacts the stock, and thus has a negative impact on future flow.","Humanity faces numerous problems of common-pool resource appropriation. This
class of multi-agent social dilemma includes the problems of ensuring sustainable
use of fresh water, common ﬁsheries, grazing pastures, and irrigation systems.
Abstract models of common-pool resource appropriation based on non-cooperative
game theory predict that self-interested agents will generally fail to ﬁnd socially
positive equilibria—a phenomenon called the tragedy of the commons. However,
in reality, human societies are sometimes able to discover and implement stable
cooperative solutions. Decades of behavioral game theory research have sought
to uncover aspects of human behavior that make this possible. Most of that work
was based on laboratory experiments where participants only make a single choice:
how much to appropriate. Recognizing the importance of spatial and temporal
resource dynamics, a recent trend has been toward experiments in more complex
real-time video game-like environments. However, standard methods of non-
cooperative game theory can no longer be used to generate predictions for this case.
Here we show that deep reinforcement learning can be used instead. To that end,
we study the emergent behavior of groups of independently learning agents in a
partially observed Markov game modeling common-pool resource appropriation.
Our experiments highlight the importance of trial-and-error learning in common-
pool resource appropriation and shed light on the relationship between exclusion,
sustainability, and inequality.
1",0.38461538461538464,0.11013215859030837,0.17123287671232876,0.109375,0.030973451327433628,0.048275862068965524,0.27692307692307694,0.07929515418502203,0.12328767123287672,0.004458807430744323,0.57443625
62,"a distributional perspective on reinforcement learning is based on a recursive equation. the distributional Bellman equation states that the distribu- tion of Z is characterized by the interaction of three random variables: the reward R, the next state-action (X′, A′), and its random return Z(X′. a′). by analogy with the well- known case, we call this quantity the value distribution.","In this paper we argue for the fundamental impor-
tance of the value distribution: the distribution
of the random return received by a reinforcement
learning agent. This is in contrast to the com-
mon approach to reinforcement learning which
models the expectation of this return, or value.
Although there is an established body of liter-
ature studying the value distribution, thus far it
has always been used for a speciﬁc purpose such
as implementing risk-aware behaviour. We begin
with theoretical results in both the policy eval-
uation and control settings, exposing a signiﬁ-
cant distributional instability in the latter.
We
then use the distributional perspective to design
a new algorithm which applies Bellman’s equa-
tion to the learning of approximate value distri-
butions.
We evaluate our algorithm using the
suite of games from the Arcade Learning En-
vironment.
We obtain both state-of-the-art re-
sults and anecdotal evidence demonstrating the
importance of the value distribution in approxi-
mate reinforcement learning. Finally, we com-
bine theoretical and empirical evidence to high-
light the ways in which the value distribution im-
pacts learning in the approximate setting.",0.5161290322580645,0.16842105263157894,0.25396825396825395,0.09836065573770492,0.031746031746031744,0.047999999999999994,0.3225806451612903,0.10526315789473684,0.15873015873015872,0.0023332699349931625,0.6608028
63,"Irina Higgins, Arka Pal, london, is the author of this paper. RL agents can learn how to maximise future expected rewards by choosing how to act based on in- coming sensory observations via reinforcement learning. early RL approaches did not scale well to envi- ronments with large state spaces and high-dimensional raw observations.","Domain adaptation is an important open prob-
lem in deep reinforcement learning (RL). In
many scenarios of interest data is hard to ob-
tain, so agents may learn a source policy in a
setting where data is readily available, with the
hope that it generalises well to the target do-
main. We propose a new multi-stage RL agent,
DARLA (DisentAngled Representation Learning
Agent), which learns to see before learning to act.
DARLA’s vision is based on learning a disen-
tangled representation of the observed environ-
ment. Once DARLA can see, it is able to acquire
source policies that are robust to many domain
shifts - even with no access to the target domain.
DARLA signiﬁcantly outperforms conventional
baselines in zero-shot domain adaptation scenar-
ios, an effect that holds across a variety of RL en-
vironments (Jaco arm, DeepMind Lab) and base
RL algorithms (DQN, A3C and EC).",0.3888888888888889,0.14,0.20588235294117646,0.09433962264150944,0.03355704697986577,0.04950495049504951,0.25925925925925924,0.09333333333333334,0.13725490196078433,0.002517136360291127,0.5194385
64,"we propose a general and model-free approach for Reinforcement Learning (RL) on real robotics with sparse rewards. both demonstrations and actual interactions are used to fill a replay buffer and the sam- pling ratio between demonstrations is automatically tuned via a prioritized replay mechanism. the demonstrations replace the need for carefully engineered rewards, and reduce the exploration problem encountered by classical RL approaches.","Leveraging Demonstrations for Deep Reinforcement
Learning on Robotics Problems with Sparse Rewards
Mel Vecerik, Todd Hester, Jonathan Scholz, Fumin Wang
Olivier Pietquin, Bilal Piot, Nicolas Heess
Tho",0.15625,0.37037037037037035,0.21978021978021978,0.047619047619047616,0.11538461538461539,0.06741573033707865,0.125,0.2962962962962963,0.1758241758241758,0.0076902271860888344,0.7932681
65,"StarCraft II is a real-time strategy (RTS) game that combines fast paced micro-actions with the need for high-level planning and execution. it is also multi-agent at a lower-level: each player controls hundreds of units, which need to collaborate to achieve a common goal. the player selects actions among a combinatorial space of approximately 108 possibilities.","This paper introduces SC2LE (StarCraft II Learning Environment), a reinforce-
ment learning environment based on the game StarCraft II. This domain poses
a new grand challenge for reinforcement learning, representing a more difﬁcult
class of problems than considered in most prior work. It is a multi-agent problem
with multiple players interacting; there is imperfect information due to a partially
observed map; it has a large action space involving the selection and control of
hundreds of units; it has a large state space that must be observed solely from
raw input feature planes; and it has delayed credit assignment requiring long-term
strategies over thousands of steps. We describe the observation, action, and reward
speciﬁcation for the StarCraft II domain and provide an open source Python-based
interface for communicating with the game engine. In addition to the main game
maps, we provide a suite of mini-games focusing on different elements of Star-
Craft II gameplay. For the main game maps, we also provide an accompanying
dataset of game replay data from human expert players. We give initial baseline
results for neural networks trained from this data to predict game outcomes and
player actions. Finally, we present initial baseline results for canonical deep rein-
forcement learning agents applied to the StarCraft II domain. On the mini-games,
these agents learn to achieve a level of play that is comparable to a novice player.
However, when trained on the main game, these agents are unable to make signiﬁ-
cant progress. Thus, SC2LE offers a new and challenging environment for explor-
ing deep reinforcement learning algorithms and architectures.
1",0.5833333333333334,0.12962962962962962,0.2121212121212121,0.15254237288135594,0.03345724907063197,0.0548780487804878,0.35,0.07777777777777778,0.12727272727272726,0.0008464464073726,0.60740614
66,"self-supervision is one of the most promising domains for unsu- pervised learning. the most promi- nent present image models are data starved, easily memorizing random labels for large im- age collections. but unsupervised algorithms are still not very effective for training neural networks.","We investigate methods for combining multiple self-
supervised tasks—i.e., supervised tasks where data can be
collected without manual labeling—in order to train a sin-
gle visual representation. First, we provide an apples-to-
apples comparison of four different self-supervised tasks
using the very deep ResNet-101 architecture. We then com-
bine tasks to jointly train a network. We also explore lasso
regularization to encourage the network to factorize the
information in its representation, and methods for “har-
monizing” network inputs in order to learn a more uni-
ﬁed representation. We evaluate all methods on ImageNet
classiﬁcation, PASCAL VOC detection, and NYU depth
prediction. Our results show that deeper networks work
better, and that combining tasks—even via a na¨ıve multi-
head architecture—always improves performance. Our best
joint network nearly matches the PASCAL performance of a
model pre-trained on ImageNet classiﬁcation, and matches
the ImageNet network on NYU depth prediction.",0.3409090909090909,0.0949367088607595,0.14851485148514854,0.023255813953488372,0.006369426751592357,0.01,0.22727272727272727,0.06329113924050633,0.099009900990099,0.0006354733311316217,0.57115257
67,generative model combines discrete latent variable a with a Gaussian p(z|m) the retrieved content ma is dependent on the continuous latent variables to access the memory. this does not provide clean separation between inferring the address to access in memory and the latent factors of variation that account for the variability of the observation.,"Aiming to augment generative models with external memory, we interpret the
output of a memory module with stochastic addressing as a conditional mixture
distribution, where a read operation corresponds to sampling a discrete memory
address and retrieving the corresponding content from memory. This perspective
allows us to apply variational inference to memory addressing, which enables
effective training of the memory module by using the target information to guide
memory lookups. Stochastic addressing is particularly well-suited for generative
models as it naturally encourages multimodality which is a prominent aspect of
most high-dimensional datasets. Treating the chosen address as a latent variable
also allows us to quantify the amount of information gained with a memory lookup
and measure the contribution of the memory module to the generative process.
To illustrate the advantages of this approach we incorporate it into a variational
autoencoder and apply the resulting model to the task of generative few-shot
learning. The intuition behind this architecture is that the memory module can
pick a relevant template from memory and the continuous part of the model can
concentrate on modeling remaining variations. We demonstrate empirically that
our model is able to identify and access the relevant memory contents even with
hundreds of unseen Omniglot characters in memory.
1",0.625,0.16587677725118483,0.26217228464419473,0.2,0.05238095238095238,0.08301886792452831,0.44642857142857145,0.11848341232227488,0.18726591760299627,0.0023930826318692127,0.62176484
68,"the deep Q-Networks algorithm (DQN; van Hasselt, Guez, and Silver 2016) addresses an overestimation bias of Q-learning by decoupling selection and evaluation of the bootstrap action. prioritized experience replay (Schaul et al. 2015) improves data efficiency, by replaying more of ten transitions from which there is more to learn.","The deep reinforcement learning community has made sev-
eral independent improvements to the DQN algorithm. How-
ever, it is unclear which of these extensions are complemen-
tary and can be fruitfully combined. This paper examines
six extensions to the DQN algorithm and empirically studies
their combination. Our experiments show that the combina-
tion provides state-of-the-art performance on the Atari 2600
benchmark, both in terms of data efﬁciency and ﬁnal perfor-
mance. We also provide results from a detailed ablation study
that shows the contribution of each component to overall per-
formance.",0.35294117647058826,0.18947368421052632,0.24657534246575344,0.04,0.02127659574468085,0.02777777777777778,0.19607843137254902,0.10526315789473684,0.13698630136986303,0.0030740175605110513,0.6556039
69,"understanding early word learning in situated artificial agents has long fascinated philoso- phers and cognitive scientists. an infant must induce structure in a stream of continuous visual input, reconcile this structure with consistenen-cies in the linguistic observations, and apply it to inform decisions about how best to respond.","Neural network-based systems can now learn
to locate the referents of words and phrases in
images, answer questions about visual scenes,
and execute symbolic instructions as ﬁrst-
person actors in partially-observable worlds.
To achieve this so-called grounded language
learning, models must overcome challenges
that infants face when learning their ﬁrst
words. While it is notable that models with no
meaningful prior knowledge overcome these
obstacles, researchers currently lack a clear un-
derstanding of how they do so, a problem that
we attempt to address in this paper. For max-
imum control and generality, we focus on a
simple neural network-based language learn-
ing agent, trained via policy-gradient methods,
which can interpret single-word instructions in
a simulated 3D world. Whilst the goal is not
to explicitly model infant word learning, we
take inspiration from experimental paradigms
in developmental psychology and apply some
of these to the artiﬁcial agent, exploring the
conditions under which established human bi-
ases and learning effects emerge. We further
propose a novel method for visualising seman-
tic representations in the agent.
1",0.46938775510204084,0.12637362637362637,0.1991341991341991,0.08333333333333333,0.022099447513812154,0.034934497816593885,0.24489795918367346,0.06593406593406594,0.1038961038961039,0.0013596807860122174,0.6873612
70,"cs.cmu.edu has published a conference paper at ICLR 2018. a surge of interest in using algorithms to automate the manual process of architecture design. these algorithms can be categorized as random with weights prediction (Brock et al., 2017), evolution (Stanley & Miikkulainen, 2017); reinforcement learning (Zhu & Le, 2017).","We explore efﬁcient neural architecture search methods and show that a simple
yet powerful evolutionary algorithm can discover new architectures with excellent
performance. Our approach combines a novel hierarchical genetic representation
scheme that imitates the modularized design pattern commonly adopted by human
experts, and an expressive search space that supports complex topologies. Our
algorithm efﬁciently discovers architectures that outperform a large number of
manually designed models for image classiﬁcation, obtaining top-1 error of 3.6%
on CIFAR-10 and 20.3% when transferred to ImageNet, which is competitive with
the best existing neural architecture search approaches. We also present results
using random search, achieving 0.3% less top-1 accuracy on CIFAR-10 and 0.1%
less on ImageNet whilst reducing the search time from 36 hours down to 1 hour.
1",0.30612244897959184,0.11029411764705882,0.16216216216216217,0.020833333333333332,0.007407407407407408,0.01092896174863388,0.14285714285714285,0.051470588235294115,0.07567567567567568,0.0014460233801753984,0.55948514
71,"deep reinforcement learning combines deep learning with reinforcement learning to compute a policy used to drive decision-making. the simplest form of MARL is independent RL (InRL), where each learner is oblivious to the other agents and simply treats all the interaction as part of its (“localized”) environment. there has been relatively little work done in RL community on overfitting to the environment, but they have focused on the fully-observable case.","To achieve general intelligence, agents must learn how to interact with others in
a shared environment: this is the challenge of multiagent reinforcement learning
(MARL). The simplest form is independent reinforcement learning (InRL), where
each agent treats its experience as part of its (non-stationary) environment. In
this paper, we ﬁrst observe that policies learned using InRL can overﬁt to the
other agents’ policies during training, failing to sufﬁciently generalize during
execution. We introduce a new metric, joint-policy correlation, to quantify this
effect. We describe an algorithm for general MARL, based on approximate best
responses to mixtures of policies generated using deep reinforcement learning, and
empirical game-theoretic analysis to compute meta-strategies for policy selection.
The algorithm generalizes previous ones such as InRL, iterated best response,
double oracle, and ﬁctitious play. Then, we present a scalable implementation
which reduces the memory requirement using decoupled meta-solvers. Finally,
we demonstrate the generality of the resulting policies in two partially observable
settings: gridworld coordination games and poker.
1",0.6111111111111112,0.25882352941176473,0.3636363636363637,0.2112676056338028,0.08875739644970414,0.125,0.3472222222222222,0.14705882352941177,0.20661157024793386,0.025782366833116542,0.5699171
72,"the best generative models (as measured by log-likelihood) will be those without latents but a powerful decoder (such as PixelCNN), but their usefulness depends on the particular application the features are used in. we argue for learning discrete and useful latent variables, which we demonstrate on a variety of domains.","Learning useful representations without supervision remains a key challenge in
machine learning. In this paper, we propose a simple yet powerful generative
model that learns such discrete representations. Our model, the Vector Quantised-
Variational AutoEncoder (VQ-VAE), differs from VAEs in two key ways: the
encoder network outputs discrete, rather than continuous, codes; and the prior
is learnt rather than static. In order to learn a discrete latent representation, we
incorporate ideas from vector quantisation (VQ). Using the VQ method allows the
model to circumvent issues of “posterior collapse” -— where the latents are ignored
when they are paired with a powerful autoregressive decoder -— typically observed
in the VAE framework. Pairing these representations with an autoregressive prior,
the model can generate high quality images, videos, and speech as well as doing
high quality speaker conversion and unsupervised learning of phonemes, providing
further evidence of the utility of the learnt representations.
1",0.49019607843137253,0.16666666666666666,0.2487562189054726,0.04,0.013422818791946308,0.02010050251256281,0.2549019607843137,0.08666666666666667,0.1293532338308458,0.0018296008381545842,0.7136129
73,"inductive Logic Programming (ILP) is a collection of techniques for constructing logic pro- grams from examples. the learned program is an explicit sym- bolic structure that can be inspected, understood1 and verified. but even a complex machine-generated logic program will be easier to understand than a large tensor of floating point numbers.","Artiﬁcial Neural Networks are powerful function approximators capable of modelling
solutions to a wide variety of problems, both supervised and unsupervised. As their size and
expressivity increases, so too does the variance of the model, yielding a nearly ubiquitous
overﬁtting problem. Although mitigated by a variety of model regularisation methods, the
common cure is to seek large amounts of training data—which is not necessarily easily
obtained—that suﬃciently approximates the data distribution of the domain we wish to
test on. In contrast, logic programming methods such as Inductive Logic Programming oﬀer
an extremely data-eﬃcient process by which models can be trained to reason on symbolic
domains. However, these methods are unable to deal with the variety of domains neural
networks can be applied to: they are not robust to noise in or mislabelling of inputs, and
perhaps more importantly, cannot be applied to non-symbolic domains where the data is
ambiguous, such as operating on raw pixels. In this paper, we propose a Diﬀerentiable
Inductive Logic framework, which can not only solve tasks which traditional ILP systems
are suited for, but shows a robustness to noise and error in the training data which ILP
cannot cope with. Furthermore, as it is trained by backpropagation against a likelihood
objective, it can be hybridised by connecting it with neural networks over ambiguous data
in order to be applied to domains which ILP cannot address, while providing data eﬃciency
and generalisation beyond what neural networks on their own can achieve.",0.4716981132075472,0.09765625,0.16181229773462782,0.07692307692307693,0.01568627450980392,0.026058631921824105,0.22641509433962265,0.046875,0.07766990291262137,0.00038006714183386723,0.5604068
74,"we agree with Lake and colleagues on their list of ‘key ingredients’ for building humanlike intelligence. but we favor an approach that centers on one additional ingredient: autonomy. we aim toward agents that can both build and exploit their own internal models, with minimal human hand-engineering.","M. Botvinick, D.G.T.  Barrett, P. Battaglia, N. de Freitas, D. Kumaran, J. Z Leibo, T. 
Lillicrap, J. Modayil, S. Mohamed, N.C. Rabinowitz, D. J. Rezende, A. Santoro, T. 
Schaul, C. Summerfield, G. Wayne, T. Weber, D. Wierstra, S. Legg, and D. Hassabis",0.02127659574468085,0.022222222222222223,0.02173913043478261,0.0,0.0,0.0,0.02127659574468085,0.022222222222222223,0.02173913043478261,0.003997395604823099,-0.019273506
75,population Based Training of Neural Networks (PBT) uses parallel search and sequential optimisation. the method is capable of performing online adaptation of hyperparameters. this can be particularly important in problems with highly non-stationary learning dynamics.,"Neural networks dominate the modern machine learning landscape, but their training and
success still suffer from sensitivity to empirical choices of hyperparameters such as model
architecture, loss function, and optimisation algorithm. In this work we present Population
Based Training (PBT), a simple asynchronous optimisation algorithm which effectively
utilises a ﬁxed computational budget to jointly optimise a population of models and their
hyperparameters to maximise performance. Importantly, PBT discovers a schedule of hy-
perparameter settings rather than following the generally sub-optimal strategy of trying to
ﬁnd a single ﬁxed set to use for the whole course of training. With just a small mod-
iﬁcation to a typical distributed hyperparameter training framework, our method allows
robust and reliable training of models. We demonstrate the effectiveness of PBT on deep
reinforcement learning problems, showing faster wall-clock convergence and higher ﬁnal
performance of agents by optimising over a suite of hyperparameters. In addition, we show
the same method can be applied to supervised learning for machine translation, where PBT
is used to maximise the BLEU score directly, and also to training of Generative Adversarial
Networks to maximise the Inception score of generated images. In all cases PBT results in
the automatic discovery of hyperparameter schedules and model selection which results in
stable training and better ﬁnal performance.
1",0.6666666666666666,0.11059907834101383,0.18972332015810278,0.17142857142857143,0.027777777777777776,0.047808764940239036,0.4166666666666667,0.06912442396313365,0.11857707509881424,0.0001538826495818264,0.535671
76,"nascent field of AI safety still lacks a general consensus on its research problems. there has been several recent efforts to turn these concerns into technical problems on which we can make direct progress. despite the simplicity of the environments, we have selected these challenges with the safety of very powerful artificial agents in mind.","We present a suite of reinforcement learning environments illustrating various
safety properties of intelligent agents. These problems include safe interruptibil-
ity, avoiding side effects, absent supervisor, reward gaming, safe exploration, as
well as robustness to self-modiﬁcation, distributional shift, and adversaries. To
measure compliance with the intended safe behavior, we equip each environment
with a performance function that is hidden from the agent. This allows us to cate-
gorize AI safety problems into robustness and speciﬁcation problems, depending
on whether the performance function corresponds to the observed reward function.
We evaluate A2C and Rainbow, two recent deep reinforcement learning agents, on
our environments and show that they are not able to solve them satisfactorily.
1",0.4,0.18803418803418803,0.2558139534883721,0.037037037037037035,0.017241379310344827,0.023529411764705882,0.2,0.09401709401709402,0.12790697674418605,0.004883500971933379,0.6803295
77,"WaveNet: Fast High-Fidelity Speech Synthesis Aaron van den Oord, Yazhe Li, Igor Babuschkin, Karen Simonyan, Oriol Vinyals, Koray Kavukcuoglu avdnoord. the recently published model achieves state-of-the-art results in speech synthesis, and significantly closes the gap with natural human speech. it is not well suited for real world deployment due to its prohibitive generation speed.","The recently-developed WaveNet architecture [27] is the current state of the art in
realistic speech synthesis, consistently rated as more natural sounding for many
different languages than any previous system. However, because WaveNet relies
on sequential generation of one audio sample at a time, it is poorly suited to today’s
massively parallel computers, and therefore hard to deploy in a real-time production
setting. This paper introduces Probability Density Distillation, a new method for
training a parallel feed-forward network from a trained WaveNet with no signiﬁcant
difference in quality. The resulting system is capable of generating high-ﬁdelity
speech samples at more than 20 times faster than real-time, and is deployed online
by Google Assistant, including serving multiple English and Japanese voices.
1",0.43103448275862066,0.1953125,0.26881720430107525,0.10526315789473684,0.047244094488188976,0.06521739130434782,0.27586206896551724,0.125,0.17204301075268816,0.004007576888356331,0.7969765
78,"online learning with Gated Linear Networks aims to combine techniques from the online learning and data compression communities for high dimensional density modeling. the current state of the art is almost exclusively dominated by various deep learning based approaches from the machine learning community. these methods are trained offline, can generate plausible looking samples, and generally offer ex- cellent empirical performance. but they also have some drawbacks.","This paper describes a family of probabilistic architectures designed for online learning un-
der the logarithmic loss. Rather than relying on non-linear transfer functions, our method
gains representational power by the use of data conditioning. We state under general con-
ditions a learnable capacity theorem that shows this approach can in principle learn any
bounded Borel-measurable function on a compact subset of euclidean space; the result is
stronger than many universality results for connectionist architectures because we provide
both the model and the learning procedure for which convergence is guaranteed.",0.31343283582089554,0.22826086956521738,0.2641509433962264,0.015151515151515152,0.01098901098901099,0.012738853503184714,0.16417910447761194,0.11956521739130435,0.13836477987421386,0.006741532493507962,0.49436408
79,ementary model for sequential prediction in the state of the art PAQ family of data compression algorithms. the analysis holds for a finite alphabet and expresses redundancy in terms of the total variation in probability mass of the stationary distributions of a Piecewise Stationary Source. a statistical model predicts a distribution p on the possible outcomes of the next letter (modeling phase),"Generalized Probability Smoothing
Christopher Mattern
DeepMind
London, United Kingdom
cmattern@google.com
Abstract. In this work we consider a generalized version of Probability Smoothing,
the core el",0.08064516129032258,0.18518518518518517,0.11235955056179775,0.0,0.0,0.0,0.08064516129032258,0.18518518518518517,0.11235955056179775,0.0038690034505641548,0.2993424
80,"cross-modal learning from images and audio has a long history in computer vision, principally in the form of images and text [1–4]. in particular, we use unlabelled video as our source material, and employ audio-visual correspondence (AVC) as the objective function. a network that can localize the sound source in an image can be learnt that enable both within-mode (e.g. audio-to-audio) and between-mode retrieval.","Objects that Sound
Relja Arandjelovi´c1 and Andrew Zisserman1,2
1 DeepMind
2 VGG, Department of Engineering Science, University of Oxford
Abstract. In this paper our objectives are, ﬁrst, networks tha",0.125,0.2903225806451613,0.17475728155339806,0.0,0.0,0.0,0.08333333333333333,0.1935483870967742,0.11650485436893204,0.004024431001434524,0.3068984
81,"a new task and dataset will test and reward artificial agents approaching this level of competence (Section 3). the dataset consists of stories, which are books and movie scripts, with human written questions and answers based solely on human-generated abstractive summaries. a reader usually can not reproduce Title: Ghostbusters II Question: How is Oscar related to Dana Barrett?","Reading comprehension (RC)—in contrast to
information retrieval—requires integrating in-
formation and reasoning about events, enti-
ties, and their relations across a full document.
Question answering is conventionally used to
assess RC ability, in both artiﬁcial agents and
children learning to read. However, existing
RC datasets and tasks are dominated by ques-
tions that can be solved by selecting answers
using superﬁcial information (e.g., local con-
text similarity or global term frequency); they
thus fail to test for the essential integrative as-
pect of RC. To encourage progress on deeper
comprehension of language, we present a new
dataset and set of tasks in which the reader
must answer questions about stories by reading
entire books or movie scripts. These tasks are
designed so that successfully answering their
questions requires understanding the underly-
ing narrative rather than relying on shallow
pattern matching or salience. We show that al-
though humans solve the tasks easily, standard
RC models struggle on the tasks presented here.
We provide an analysis of the dataset and the
challenges it presents.
1",0.5254237288135594,0.17318435754189945,0.2605042016806723,0.05172413793103448,0.016853932584269662,0.02542372881355932,0.23728813559322035,0.0782122905027933,0.11764705882352942,0.00201460610571501,0.53933525
